count_consonant,count_tone,count_vowel,date,description,id,internetarchive_url,jsondata,language_pk,markup_description,name,pk,source,source_url
40,2,5,,,1590,,{},2183,,Jiβana (GM 1590),522,,
14,0,7,,,580,,{},1951,,JOMANG (UPSID 580),2778,,http://web.phonetik.uni-frankfurt.de/L/L4142.html
19,0,10,,,737,,{},1280,,joola (AA 737),1916,,
31,0,20,,,1311,,{},584,,Joola Huluf (GM 1311),2656,,
20,4,21,,,1287,,{},136,,jowulu (GM 1287),86,,
19,0,18,,,2258,,{},319,,Juang (EA 2258),1990,,http://eurphon.info/languages/html?lang_id=301
19,0,10,,,1089,,{},319,,Juang (PH 1089),207,,
24,0,12,,,1732,,{},319,,Juang (RA 1732),1353,,
20,0,5,,,2285,,{},1276,,Judaeo-Spanish (Beiruti) (EA 2285),85,,http://eurphon.info/languages/html?lang_id=78
20,0,14,,,2194,,{},1276,,Judeo-Spanish (UZ 2194),151,,
23,0,8,,,2284,,{},1067,,Juhuri (EA 2284),1407,,http://eurphon.info/languages/html?lang_id=121
22,0,6,,,2695,,{},947,,Jukun (ER 2695),2050,,
12,0,12,,,2086,,{},320,,Júma (SAPHON 2086),2704,,http://linguistics.berkeley.edu/~saphon/en/inv/Juma.html
20,3,16,,,1312,,{},416,,Jumjum (GM 1312),2342,,
31,0,18,,,738,,{},1724,,jur mödö (AA 738),903,,https://archive.org/details/rosettaproject_bex_ortho-1
18,0,10,,,2087,,{},354,,Jurúna (SAPHON 2087),1935,,http://linguistics.berkeley.edu/~saphon/en/inv/Juruna.html
15,0,11,,,2088,,{},958,,Kaapor (SAPHON 2088),254,,http://linguistics.berkeley.edu/~saphon/en/inv/Kaapor.html
47,0,8,,,2310,,{},1380,,Kabardian (Baksan) (EA 2310),1147,,http://eurphon.info/languages/html?lang_id=315
49,0,7,,,4,,{},1380,,Kabardian (SPA 4),2966,,https://archive.org/details/kbd_SPA1979_phon
44,0,7,,,2610,,{},1380,,Kabardian (Turkish) (EA 2610),1370,,http://eurphon.info/languages/html?lang_id=418
53,0,8,,,2401,,{},1380,,Kabardian (Ulyap) (EA 2401),957,,http://eurphon.info/languages/html?lang_id=419
49,0,7,,,391,,{},1380,,KABARDIAN (UPSID 391),1134,,http://web.phonetik.uni-frankfurt.de/L/L2601.html
24,0,23,,,739,,{},804,,kabiyɛ (AA 739),547,,
22,2,23,,,1142,,{},804,,Kabiye (PH 1142),715,,
27,0,3,,,900,,{},786,,Kabyle (PH 900),356,,
28,2,8,,,901,,{},1865,,Kada (PH 901),1398,,
23,0,8,,,1118,,{},2021,,Kadiweu (PH 1118),2605,,
23,0,8,,,1915,,{},2021,,Kadiwéu (SAPHON 1915),88,,http://linguistics.berkeley.edu/~saphon/en/inv/Kadiweu.html
39,3,20,,,1421,,{},698,,Kadugli (Kadugli) (GM 1421),2265,,
39,2,20,,,1423,,{},698,,Kadugli (Katcha) (GM 1423),2673,,
41,2,20,,,1422,,{},698,,Kadugli (Miri) (GM 1422),1696,,
22,0,5,,,627,,{},698,,KADUGLI (UPSID 627),2830,,http://web.phonetik.uni-frankfurt.de/L/L4102.html
26,0,5,,,1381,,{},627,,Kagulu (GM 1381),2244,,
14,0,10,,,902,,{},1869,,Kaiabi (PH 902),28,,
13,0,14,,,1980,,{},1741,,"Kaingáng, São Paulo (SAPHON 1980)",1948,,http://linguistics.berkeley.edu/~saphon/en/inv/KaingangSP.html
11,0,5,,,1961,,{},1961,,Kaingang (SAPHON 1961),282,,http://linguistics.berkeley.edu/~saphon/en/inv/Kaingang.html
13,0,14,,,402,,{},1961,,KAINGANG (UPSID 402),1939,,http://web.phonetik.uni-frankfurt.de/L/L6808.html
14,0,12,,,2089,,{},316,,Kaiwá (SAPHON 2089),1024,,http://linguistics.berkeley.edu/~saphon/en/inv/Kaiwa.html
22,2,14,,,1515,,{},23,,Kakabe (GM 1515),747,,
33,4,13,,,740,,{},1838,,kakɔ (AA 740),32,,
33,2,12,,,1581,,{},1838,,Kako (GM 1581),1790,,
21,0,5,,,1950,,{},765,,Kakua (SAPHON 1950),1886,,http://linguistics.berkeley.edu/~saphon/en/inv/Cacua.html
20,0,6,,,2836,,{},1109,,Kalaamaya (ER 2836),901,,
22,3,18,,,1048,,{},97,,Kalabari; Kirike; Kalabari-Ijo (PH 1048),2009,,
18,0,6,,,2966,,{},550,,Kala Kawaw Ya (ER 2966),1052,,
18,0,6,,,2967,,{},1925,,Kala Lagaw Ya (ER 2967),1841,,
18,0,6,,,475,,{},1925,,KALA LAGAW YA (UPSID 475),1494,,http://web.phonetik.uni-frankfurt.de/L/L8365.html
18,0,10,,,40,,{},1706,,Kaliai (SPA 40),159,,https://archive.org/details/khl_SPA1979_phon
16,0,5,,,406,,{},339,,KALIAI (UPSID 406),2688,,http://web.phonetik.uni-frankfurt.de/L/L2421.html
36,3,6,,,1339,,{},763,,Kaliko (GM 1339),1903,,
20,0,6,,,2739,,{},1722,,Kalkatungu (ER 2739),64,,
20,0,3,,,431,,{},1722,,KALKATUNGU (UPSID 431),2185,,http://web.phonetik.uni-frankfurt.de/L/L8369.html
23,0,16,,,2599,,{},1561,,Kalmyk (Standard) (EA 2599),1701,,http://eurphon.info/languages/html?lang_id=91
23,0,6,,,903,,{},1502,,Kamasau (PH 903),237,,
26,0,11,,,2459,,{},1456,,Kamassian (EA 2459),1129,,http://eurphon.info/languages/html?lang_id=228
14,0,12,,,2090,,{},757,,Kamayurá (SAPHON 2090),186,,http://linguistics.berkeley.edu/~saphon/en/inv/Kamayura.html
49,0,10,,,1373,,{},656,,Kambaata (GM 1373),342,,
28,1,27,,,741,,{},691,,kambari (AA 741),838,,
40,2,5,,,1591,,{},1151,,Kambe (GM 1591),216,,
19,0,10,,,1679,,{},992,,Kambera (GM 1679),1042,,
56,0,21,,,2525,,{},1682,,Kami Tibetan (EA 2525),2213,,http://eurphon.info/languages/html?lang_id=253
20,0,7,,,309,,{},168,,KAM (UPSID 309),849,,http://web.phonetik.uni-frankfurt.de/L/L2404.html
24,0,11,,,420,,{},1678,,KANAKURU (UPSID 420),777,,http://web.phonetik.uni-frankfurt.de/L/L4370.html
54,2,20,,,1419,,{},52,,Kanga (Kanga) (GM 1419),1847,,
53,2,20,,,1420,,{},52,,Kanga (Kufa) (GM 1420),1221,,
27,0,9,,,2301,,{},292,,Kangjia (EA 2301),580,,http://eurphon.info/languages/html?lang_id=5
29,0,12,,,1733,,{},1052,,Kangri (RA 1733),2971,,
32,0,10,,,1735,,{},906,,Kanigke:rgotti (RA 1735),1554,,
17,0,5,,,2867,,{},1075,,Kaniyang (ER 2867),1143,,
36,0,11,,,1734,,{},13,,Kannada (RA 1734),1148,,
34,0,10,,,2277,,{},13,,Kannada (Standard) (EA 2277),1142,,http://eurphon.info/languages/html?lang_id=48
12,0,14,,,904,,{},1278,,Kanoe (PH 904),2436,,
12,0,14,,,2121,,{},1278,,Kanoé (SAPHON 2121),453,,http://linguistics.berkeley.edu/~saphon/en/inv/Kanoe.html
18,0,7,,,742,,{},766,,kanuri (AA 742),813,,
25,4,6,,,150,,{},766,,Kanuri (SPA 150),52,,https://archive.org/details/knc_SPA1979_phon
23,0,6,,,421,,{},766,,KANURI (UPSID 421),45,,http://web.phonetik.uni-frankfurt.de/L/L4201.html
17,0,5,,,2529,,{},2027,,Kapampangan (Balingcanaway) (EA 2529),1562,,http://eurphon.info/languages/html?lang_id=49
17,0,5,,,1697,,{},2027,,Kapampangan (GM 1697),189,,
20,4,21,,,743,,{},1315,,karaboro (AA 743),624,,
29,0,8,,,2403,,{},907,,Karaim (Northwestern) (EA 2403),97,,http://eurphon.info/languages/html?lang_id=236
17,0,4,,,2825,,{},618,,Karajarri (ER 2825),200,,
9,0,15,,,1962,,{},1207,,Karajá (SAPHON 1962),1601,,http://linguistics.berkeley.edu/~saphon/en/inv/Karaja.html
25,0,13,,,2318,,{},1557,,Karakalpak (EA 2318),1389,,http://eurphon.info/languages/html?lang_id=289
30,4,6,,,744,,{},732,,karaŋ (AA 744),367,,https://archive.org/details/rosettaproject_kzr_ortho-1
22,0,3,,,2751,,{},1590,,Karangura (ER 2751),2870,,
11,0,12,,,2054,,{},1640,,Karapanã (SAPHON 2054),281,,http://linguistics.berkeley.edu/~saphon/en/inv/Karapana.html
46,0,10,,,2580,,{},925,,Karata (EA 2580),2301,,http://eurphon.info/languages/html?lang_id=164
28,3,11,,,1736,,{},599,,Karbi (Mikir) (RA 1736),2878,,
30,3,24,,,1347,,{},2075,,Kare (GM 1347),1788,,
16,0,14,,,2446,,{},225,,Karelian (North) (EA 2446),1050,,http://eurphon.info/languages/html?lang_id=208
27,3,9,,,25,,{},711,,Karen (SPA 25),1317,,https://archive.org/details/ksw_SPA1979_phon
27,0,9,,,430,,{},711,,KAREN (UPSID 430),297,,http://web.phonetik.uni-frankfurt.de/L/L2516.html
21,6,39,,,1351,,{},1401,,Karimojong (GM 1351),1385,,
22,0,10,,,907,,{},1418,,Karipuna Creole (PH 907),2672,,
14,0,7,,,2122,,{},1904,,Karirí-Xocó (SAPHON 2122),1290,,http://linguistics.berkeley.edu/~saphon/en/inv/KaririXocoDz.html
11,0,14,,,1076,,{},77,,Karitiana; Karitiâna (PH 1076),940,,
11,0,20,,,2091,,{},77,,Karitiâna (SAPHON 2091),444,,http://linguistics.berkeley.edu/~saphon/en/inv/Karitiana.html
20,0,3,,,2839,,{},649,,Kariyarra (ER 2839),2358,,
16,0,8,,,1665,,{},1820,,Karo Batak (GM 1665),2749,,
27,3,11,,,88,,{},1146,,Karok (SPA 88),2466,,https://archive.org/details/kyh_SPA1979_phon
16,0,11,,,438,,{},1146,,KAROK (UPSID 438),1773,,http://web.phonetik.uni-frankfurt.de/L/L6741.html
14,2,11,,,1097,,{},1897,,Karo (PH 1097),752,,
14,0,11,,,2092,,{},1897,,Karo (SAPHON 2092),1738,,http://linguistics.berkeley.edu/~saphon/en/inv/Karo.html
16,3,7,,,906,,{},2079,,Kar (PH 906),1350,,
17,0,7,,,2952,,{},298,,Kartujarra (ER 2952),1395,,
23,0,7,,,1737,,{},399,,Kasaba (RA 1737),2915,,
19,1,20,,,745,,{},928,,kasem (AA 745),2999,,https://archive.org/details/rosettaproject_xsm_ortho-2
27,0,29,,,174,,{},1639,,Kashimiri (SPA 174),1541,,https://archive.org/details/kas_SPA1979_phon
15,0,8,,,2003,,{},1140,,Kashinawa (SAPHON 2003),307,,http://linguistics.berkeley.edu/~saphon/en/inv/Kashinawa.html
28,0,28,,,1738,,{},1639,,Kashmiri (RA 1738),808,,
27,0,28,,,389,,{},1639,,KASHMIRI (UPSID 389),1941,,http://web.phonetik.uni-frankfurt.de/L/L2018.html
21,4,20,,,746,,{},928,,kasɩm (AA 746),2851,,https://archive.org/details/rosettaproject_xsm_ortho-1
23,2,7,,,136,,{},1387,,Katcha (SPA 136),447,,https://archive.org/details/xtc_SPA1979_phon
13,0,6,,,2989,,{},478,,Katthang (ER 2989),61,,
26,0,7,,,1739,,{},576,,Kattunaika (RA 1739),758,,
12,0,8,,,1952,,{},1439,,Katukína (SAPHON 1952),71,,http://linguistics.berkeley.edu/~saphon/en/inv/Katukina.html
15,0,4,,,2004,,{},2150,,Katukína (SAPHON 2004),1150,,http://linguistics.berkeley.edu/~saphon/en/inv/KatukinaPan.html
40,2,5,,,1592,,{},629,,Kauma (GM 1592),814,,
20,0,5,,,2932,,{},1201,,Kaurna (ER 2932),977,,
25,0,6,,,624,,{},235,,KAWAIISU (UPSID 624),2085,,http://web.phonetik.uni-frankfurt.de/L/L6763.html
18,0,6,,,1801,,{},1591,,Kawesqar (SAPHON 1801),2731,,http://linguistics.berkeley.edu/~saphon/en/inv/Kawesqar.html
15,0,5,,,2005,,{},826,,Kaxararí (SAPHON 2005),1461,,http://linguistics.berkeley.edu/~saphon/en/inv/Kaxarari.html
12,0,6,,,1875,,{},208,,Kaxuiâna (SAPHON 1875),648,,http://linguistics.berkeley.edu/~saphon/en/inv/Kaxuiana.html
14,0,12,,,2093,,{},1869,,Kayabí (SAPHON 2093),1722,,http://linguistics.berkeley.edu/~saphon/en/inv/Kayabi.html
17,0,6,,,3002,,{},742,,Kayardild (ER 3002),1243,,
40,0,3,,,2711,,{},1029,,Kaytetye (ER 2711),2885,,
18,0,4,,,2225,,{},381,,Kedayan (UZ 2225),1672,,
22,0,5,,,394,,{},1907,,KEFA (UPSID 394),270,,http://web.phonetik.uni-frankfurt.de/L/L4364.html
37,2,20,,,1417,,{},547,,Keiga (GM 1417),2736,,
21,0,5,,,397,,{},659,,K'EKCHI (UPSID 397),706,,http://web.phonetik.uni-frankfurt.de/L/L6714.html
16,0,14,,,1173,,{},827,,Kela (PH 1173),723,,
20,6,8,,,1412,,{},1655,,Kemezung (GM 1412),2381,,
55,0,10,,,905,,{},538,,Kensei Nsei (PH 905),1164,,
21,0,20,,,908,,{},109,,Kenyang (PH 908),2986,,
24,0,6,,,1215,,{},193,,Ke''o; Kéo' (PH 1215),1464,,
20,0,3,,,2792,,{},45,,Keramin (ER 2792),187,,
24,0,6,,,398,,{},1490,,KERA (UPSID 398),863,,http://web.phonetik.uni-frankfurt.de/L/L4371.html
24,0,6,,,2220,,{},1490,,Kera (UZ 2220),2057,,
16,4,5,,,1290,,{},2116,,kete (GM 1290),1335,,
14,0,11,,,2395,,{},878,,Ket (Kellog) (EA 2395),84,,http://eurphon.info/languages/html?lang_id=44
18,0,14,,,2,,{},878,,Ket (SPA 2),1384,,https://archive.org/details/ket_SPA1979_phon
18,0,7,,,399,,{},878,,KET (UPSID 399),47,,http://web.phonetik.uni-frankfurt.de/L/L2706.html
15,0,5,,,414,,{},1279,,KEWA (UPSID 414),1624,,http://web.phonetik.uni-frankfurt.de/L/L8610.html
23,0,16,,,2433,,{},1578,,Khakas (Standard) (EA 2433),1006,,http://eurphon.info/languages/html?lang_id=265
23,0,14,,,2537,,{},1964,,Khalkhal (EA 2537),1716,,http://eurphon.info/languages/html?lang_id=203
21,0,14,,,191,,{},1772,,Khalkha (SPA 191),1745,,https://archive.org/details/khk_SPA1979_phon
21,0,12,,,405,,{},1772,,KHALKHA (UPSID 405),1700,,http://web.phonetik.uni-frankfurt.de/L/L2166.html
53,0,6,,,2534,,{},2167,,Khalong Tibetan (EA 2534),2175,,http://eurphon.info/languages/html?lang_id=242
44,0,7,,,2600,,{},1682,,Kham Tibetan (EA 2600),1786,,http://eurphon.info/languages/html?lang_id=84
19,0,13,,,396,,{},761,,KHANTY (UPSID 396),2990,,http://web.phonetik.uni-frankfurt.de/L/L2150.html
34,0,5,,,2511,,{},114,,Kharia (Dudh) (EA 2511),273,,http://eurphon.info/languages/html?lang_id=200
37,0,10,,,909,,{},114,,Kharia (PH 909),2231,,
31,0,14,,,1740,,{},114,,Kharia (RA 1740),2561,,
31,0,10,,,11,,{},114,,Kharia (SPA 11),659,,https://archive.org/details/khr_SPA1979_phon
31,0,5,,,408,,{},114,,KHARIA (UPSID 408),209,,http://web.phonetik.uni-frankfurt.de/L/L2301.html
27,0,13,,,1741,,{},1822,,Khasi (RA 1741),2512,,
19,0,9,,,12,,{},1822,,Khasi (SPA 12),2323,,https://archive.org/details/kha_SPA1979_phon
21,0,8,,,403,,{},1822,,KHASI (UPSID 403),1737,,http://web.phonetik.uni-frankfurt.de/L/L2302.html
42,3,8,,,1742,,{},1376,,Khezha (RA 1742),1695,,
21,0,21,,,407,,{},738,,KHMER (UPSID 407),1992,,http://web.phonetik.uni-frankfurt.de/L/L2306.html
20,4,20,,,955,,{},1567,,Khmu (PH 955),1272,,
23,0,18,,,412,,{},2073,,KHMU? (UPSID 412),2668,,http://web.phonetik.uni-frankfurt.de/L/L2312.html
31,3,9,,,1336,,{},1032,,Kibudu (GM 1336),2383,,
24,0,5,,,1638,,{},338,,Kigweno (GM 1638),148,,
23,2,10,,,1643,,{},358,,Kihangaza (GM 1643),1414,,
20,3,10,,,1114,,{},1800,,Kihungan (PH 1114),968,,
19,0,5,,,2674,,{},202,,Kija (ER 2674),810,,
22,0,10,,,1642,,{},220,,Kikahe (GM 1642),1488,,
13,4,14,,,1443,,{},615,,Kikamba (GM 1443),1114,,
18,0,14,,,748,,{},1649,,kikuyu (AA 748),2822,,https://archive.org/details/rosettaproject_kik_ortho-1
24,2,5,,,1304,,{},1572,,Kilba (GM 1304),373,,
113,0,15,,,2260,,{},206,,Kildin Saami (EA 2260),2159,,http://eurphon.info/languages/html?lang_id=197
18,0,5,,,1668,,{},1948,,Kimaragang (GM 1668),676,,
17,0,10,,,1641,,{},770,,Kimeru (GM 1641),554,,
20,0,5,,,1644,,{},44,,Kimochi (GM 1644),1309,,
21,0,5,,,1448,,{},396,,Kimwani (GM 1448),1858,,
13,0,10,,,1820,,{},2070,,Kinikinao (SAPHON 1820),1431,,http://linguistics.berkeley.edu/~saphon/en/inv/Kinikinao.html
31,0,15,,,1226,,{},1413,,Kinnauri; Kanauri (PH 1226),2188,,
20,3,10,,,1392,,{},610,,Kinyambo (GM 1392),312,,
36,3,14,,,970,,{},2131,,Kinyamwezi (PH 970),1003,,
39,0,10,,,911,,{},574,,Kinyarwanda (PH 911),298,,
22,0,20,,,409,,{},1072,,KIOWA (UPSID 409),426,,http://web.phonetik.uni-frankfurt.de/L/L6785.html
14,4,19,,,1387,,{},1558,,Kipsigis (GM 1387),717,,
20,0,16,,,188,,{},232,,Kirghiz (SPA 188),2351,,https://archive.org/details/kir_SPA1979_phon
22,0,8,,,410,,{},232,,KIRGHIZ (UPSID 410),2149,,http://web.phonetik.uni-frankfurt.de/L/L2162.html
24,2,10,,,912,,{},745,,Kirike (PH 912),2287,,
38,5,7,,,1377,,{},1104,,Kirya-Konzɘl (GM 1377),2549,,
22,0,20,,,749,,{},509,,kisiei (AA 749),587,,
23,2,14,,,1645,,{},1654,,Kisimbiti (GM 1645),1152,,
13,0,18,,,1994,,{},1327,,Kithaulhu (SAPHON 1994),473,,http://linguistics.berkeley.edu/~saphon/en/inv/Kithaulhu.html
15,2,5,,,1571,,{},741,,Kituba (GM 1571),2464,,
33,0,4,,,416,,{},1026,,KLAMATH (UPSID 416),552,,http://web.phonetik.uni-frankfurt.de/L/L6707.html
11,0,16,,,417,,{},1381,,KLAO (UPSID 417),1472,,http://web.phonetik.uni-frankfurt.de/L/L4133.html
29,0,16,,,1380,,{},1203,,Koalib (GM 1380),712,,
15,4,6,,,1106,,{},693,,Koasati (PH 1106),346,,
27,0,25,,,1743,,{},1945,,Kod̩agu (RA 1743),1388,,
23,3,10,,,1305,,{},1603,,Kofyar (GM 1305),2058,,
24,0,12,,,1896,,{},1,,Kogi (SAPHON 1896),768,,http://linguistics.berkeley.edu/~saphon/en/inv/Kogi.html
28,0,10,,,246,,{},333,,KOHUMONO (UPSID 246),2479,,http://web.phonetik.uni-frankfurt.de/L/L4136.html
11,0,5,,,393,,{},244,,KOIARI (UPSID 393),1058,,http://web.phonetik.uni-frankfurt.de/L/L8622.html
11,0,5,,,1909,,{},495,,Kokama-Kokamilla (SAPHON 1909),2867,,http://linguistics.berkeley.edu/~saphon/en/inv/Kokama.html
18,0,7,,,2904,,{},819,,Kok Nar (ER 2904),1668,,
15,0,6,,,2922,,{},879,,Koko Bera (ER 2922),922,,
22,0,5,,,913,,{},1449,,Kokota (PH 913),399,,
17,0,5,,,2773,,{},2174,,Kolakngat (ER 2773),1410,,
21,0,13,,,1744,,{},269,,Kolami (RA 1744),2550,,
16,0,10,,,2445,,{},269,,Kolami (Wardha) (EA 2445),2740,,http://eurphon.info/languages/html?lang_id=280
27,0,7,,,914,,{},1139,,Kole (PH 914),2861,,
19,0,18,,,367,,{},92,,KOLOKUMA IJO (UPSID 367),2613,,http://web.phonetik.uni-frankfurt.de/L/L4150.html
20,0,16,,,2625,,{},1175,,Kolyma Yukaghir (EA 2625),2900,,http://eurphon.info/languages/html?lang_id=312
59,7,9,,,750,,{},1217,,kom (AA 750),529,,
23,0,8,,,625,,{},1396,,KOMA (UPSID 625),1984,,http://web.phonetik.uni-frankfurt.de/L/L4220.html
30,0,7,,,2575,,{},552,,Komi-Permyak (EA 2575),2677,,http://eurphon.info/languages/html?lang_id=79
29,0,7,,,182,,{},1802,,Komi (SPA 182),1047,,https://archive.org/details/kpv_SPA1979_phon
26,0,7,,,426,,{},1802,,KOMI (UPSID 426),2832,,http://web.phonetik.uni-frankfurt.de/L/L2152.html
30,0,7,,,2460,,{},1802,,Komi-Zyrian (Syktyvkar) (EA 2460),1971,,http://eurphon.info/languages/html?lang_id=216
24,4,7,,,751,,{},648,,komo (AA 751),1567,,
23,0,5,,,1484,,{},1396,,Komo (GM 1484),2941,,
23,0,10,,,2481,,{},975,,Konda (EA 2481),1667,,http://eurphon.info/languages/html?lang_id=194
23,0,20,,,1745,,{},768,,Kon̩d̩a or Kubi (RA 1745),1860,,
19,0,12,,,1746,,{},2105,,Kon̩ekar Gadaba (RA 1746),1085,,
35,0,10,,,1747,,{},1437,,Konkani (RA 1747),167,,
19,0,18,,,422,,{},1437,,KONKANI (UPSID 422),308,,http://web.phonetik.uni-frankfurt.de/L/L2024.html
22,8,12,,,752,,{},1730,,konkomba (AA 752),539,,https://archive.org/details/rosettaproject_xon_ortho-1
21,3,14,,,1508,,{},1730,,Konkomba (GM 1508),1972,,
31,0,18,,,915,,{},1898,,Konni (PH 915),1835,,
39,0,7,,,290,,{},1915,,KONYAGI (UPSID 290),62,,http://web.phonetik.uni-frankfurt.de/L/L4145.html
51,0,10,,,1482,,{},774,,Koorete (GM 1482),37,,
22,6,24,,,747,,{},2049,,kɔɔzime (AA 747),2597,,
19,0,5,,,871,,{},1451,,Korafe (PH 871),2230,,
21,0,13,,,1748,,{},161,,Koraga (RA 1748),164,,
21,0,17,,,2287,,{},1593,,Korean (Seoul) (EA 2287),1409,,http://eurphon.info/languages/html?lang_id=92
22,0,18,,,1,,{},1593,,Korean (SPA 1),102,,https://archive.org/details/kor_SPA1979_phon
21,0,11,,,423,,{},1593,,KOREAN (UPSID 423),2115,,http://web.phonetik.uni-frankfurt.de/L/L2170.html
20,0,28,,,2197,,{},1593,,Korean (UZ 2197),1906,,
18,0,12,,,2055,,{},1284,,Koreguaje (SAPHON 2055),1756,,http://linguistics.berkeley.edu/~saphon/en/inv/Koreguaje.html
31,0,10,,,2528,,{},1883,,Korku (EA 2528),533,,http://eurphon.info/languages/html?lang_id=136
26,0,11,,,1749,,{},1883,,Korku (RA 1749),454,,
14,0,6,,,2006,,{},1489,,Korubo (SAPHON 2006),672,,http://linguistics.berkeley.edu/~saphon/en/inv/Korubo.html
16,0,5,,,427,,{},571,,KORYAK (UPSID 427),1381,,http://web.phonetik.uni-frankfurt.de/L/L2709.html
23,3,11,,,1620,,{},1884,,Koshin (GM 1620),2241,,
29,3,13,,,1281,,{},1397,,kotafon (GM 1281),2840,,
26,0,15,,,1750,,{},968,,Kota (RA 1750),906,,
23,0,11,,,9,,{},968,,Kota (SPA 9),1846,,https://archive.org/details/kfe_SPA1979_phon
23,0,5,,,400,,{},968,,KOTA (UPSID 400),932,,http://web.phonetik.uni-frankfurt.de/L/L2903.html
30,4,6,,,1597,,{},544,,Kotoko (GM 1597),2690,,
27,0,9,,,198,,{},868,,KOTOKO (UPSID 198),2118,,http://web.phonetik.uni-frankfurt.de/L/L4373.html
29,2,12,,,1498,,{},1025,,Koyaga (GM 1498),2879,,
21,0,10,,,1751,,{},1295,,Koya (RA 1751),1187,,
19,0,5,,,401,,{},1295,,KOYA (UPSID 401),2542,,http://web.phonetik.uni-frankfurt.de/L/L2905.html
25,5,18,,,1258,,{},718,,kpaʔ (GM 1258),1348,,
24,0,10,,,424,,{},730,,KPAN (UPSID 424),703,,http://web.phonetik.uni-frankfurt.de/L/L4135.html
27,0,8,,,754,,{},2157,,kpɛlɛwoo (AA 754),1719,,https://archive.org/details/rosettaproject_gkp_ortho-1
21,3,21,,,753,,{},996,,kpelle (AA 753),2718,,https://archive.org/details/rosettaproject_xpe_ortho-1
24,3,12,,,1514,,{},2157,,"Kpelle, North (GM 1514)",466,,
32,3,14,,,137,,{},996,,Kpelle (SPA 137),1871,,https://archive.org/details/xpe_SPA1979_phon
22,0,12,,,626,,{},996,,KPELLE (UPSID 626),99,,http://web.phonetik.uni-frankfurt.de/L/L4103.html
17,3,24,,,1306,,{},372,,Krache (GM 1306),2518,,
12,0,34,,,1964,,{},948,,Krahô (SAPHON 1964),1782,,http://linguistics.berkeley.edu/~saphon/en/inv/Kraho.html
22,0,13,,,1965,,{},1592,,Krenak (SAPHON 1965),2956,,http://linguistics.berkeley.edu/~saphon/en/inv/Krenak.html
41,5,10,,,755,,{},341,,kresh (AA 755),231,,
22,0,16,,,1307,,{},890,,Krim (GM 1307),1820,,
11,0,15,,,1966,,{},988,,Krinkati-Timbira (SAPHON 1966),973,,http://linguistics.berkeley.edu/~saphon/en/inv/Krinkati.html
22,0,10,,,756,,{},1746,,krio (AA 756),2726,,https://archive.org/details/rosettaproject_kri_ortho-1
25,3,7,,,1570,,{},1746,,Krio (GM 1570),202,,
23,0,5,,,1553,,{},1604,,Kriyol (GM 1553),2370,,
40,2,20,,,1418,,{},154,,Krongo (GM 1418),2331,,
17,4,18,,,757,,{},1011,,kroumen tépo (AA 757),1759,,https://archive.org/details/rosettaproject_ted_ortho-1
20,0,18,,,2386,,{},896,,Ksingmul (EA 2386),769,,http://eurphon.info/languages/html?lang_id=145
22,0,25,,,916,,{},1598,,Kuay (PH 916),1176,,
11,0,6,,,2051,,{},1446,,Kubeo (SAPHON 2051),1674,,http://linguistics.berkeley.edu/~saphon/en/inv/Kubeo.html
20,0,10,,,2899,,{},382,,Kugu Nganhcara (ER 2899),1054,,
14,0,12,,,1876,,{},1266,,Kuikúro-Kalapálo (SAPHON 1876),1801,,http://linguistics.berkeley.edu/~saphon/en/inv/Kuikuro.html
20,0,19,,,1752,,{},430,,Kui (RA 1752),2762,,
17,0,6,,,2937,,{},1700,,Kukata (ER 2937),1038,,
17,0,6,,,2959,,{},1671,,Kukatja (ER 2959),2367,,
16,0,7,,,2828,,{},445,,Kukatj (ER 2828),145,,
13,0,3,,,2887,,{},1054,,Kuku Yalanji (ER 2887),219,,
27,2,17,,,1607,,{},633,,Kulango (GM 1607),1542,,
17,0,4,,,1848,,{},2172,,Kulina (SAPHON 1848),2855,,http://linguistics.berkeley.edu/~saphon/en/inv/Kulina.html
24,0,5,,,343,,{},350,,KULLO (UPSID 343),2122,,http://web.phonetik.uni-frankfurt.de/L/L4362.html
22,0,21,,,917,,{},1647,,Kulung (PH 917),946,,
31,0,11,,,1753,,{},1566,,Kumauni (RA 1753),766,,
23,0,8,,,2355,,{},111,,Kumyk (EA 2355),1167,,http://eurphon.info/languages/html?lang_id=215
27,0,8,,,2221,,{},1273,,Kumzari (UZ 2221),49,,
19,0,7,,,433,,{},1939,,KUNAMA (UPSID 433),220,,http://web.phonetik.uni-frankfurt.de/L/L4219.html
23,3,8,,,2198,,{},1939,,Kunama (UZ 2198),1017,,
22,0,6,,,2658,,{},891,,Kune (ER 2658),917,,
17,0,5,,,2675,,{},1895,,Kungarakany (ER 2675),1511,,
26,0,4,,,2759,,{},121,,Kungardutji (ER 2759),121,,
19,0,6,,,2765,,{},484,,Kungkari (ER 2765),611,,
20,0,5,,,2336,,{},1440,,Kunigami (Nakijin) (EA 2336),877,,http://eurphon.info/languages/html?lang_id=19
15,0,5,,,58,,{},355,,Kunimaipa (SPA 58),1173,,https://archive.org/details/kup_SPA1979_phon
15,0,5,,,434,,{},355,,KUNIMAIPA (UPSID 434),2493,,http://web.phonetik.uni-frankfurt.de/L/L8620.html
14,0,3,,,2647,,{},926,,Kunindirri (ER 2647),1289,,
22,0,5,,,2659,,{},98,,Kuninjku (ER 2659),720,,
