count_consonant,count_tone,count_vowel,date,description,id,internetarchive_url,jsondata,language_pk,markup_description,name,pk,source,source_url
10,3,10,,,1238,,{},1516,,Crow (PH 1238),181,,
11,0,12,,,295,,{},1446,,CUBEO (UPSID 295),2831,,http://web.phonetik.uni-frankfurt.de/L/L6846.html
17,0,8,,,1910,,{},1378,,Cuiba (SAPHON 1910),982,,http://linguistics.berkeley.edu/~saphon/en/inv/Cuiba.html
16,0,5,,,435,,{},1867,,CUNA (UPSID 435),1683,,http://web.phonetik.uni-frankfurt.de/L/L6857.html
27,0,11,,,865,,{},432,,Cupeno (PH 865),2896,,
25,0,4,,,1817,,{},856,,Curripaco (SAPHON 1817),2697,,http://linguistics.berkeley.edu/~saphon/en/inv/Curripaco.html
27,0,2,,,866,,{},1286,,Cuvok (PH 866),2598,,
26,0,5,,,2024,,{},1200,,Cuzco-Collao Quechua (SAPHON 2024),3005,,http://linguistics.berkeley.edu/~saphon/en/inv/CuzcoCollaoQ.html
25,3,10,,,1499,,{},1448,,Cwaya (GM 1499),1951,,
27,0,13,,,2274,,{},1795,,Czech (Bohemian) (EA 2274),2337,,http://eurphon.info/languages/html?lang_id=152
27,0,13,,,2480,,{},1795,,Czech (Moravian) (EA 2480),2264,,http://eurphon.info/languages/html?lang_id=414
25,0,13,,,1140,,{},1795,,Czech (PH 1140),528,,
36,5,6,,,687,,{},68,,daba (AA 687),1430,,https://archive.org/details/rosettaproject_dbq_ortho-1
36,4,6,,,1576,,{},68,,Daba (GM 1576),1535,,
13,0,10,,,468,,{},2108,,DADIBI (UPSID 468),320,,http://web.phonetik.uni-frankfurt.de/L/L8616.html
16,2,9,,,21,,{},1828,,Dafla (SPA 21),3000,,https://archive.org/details/dap_SPA1979_phon
15,0,9,,,302,,{},1828,,DAFLA (UPSID 302),2040,,http://web.phonetik.uni-frankfurt.de/L/L2508.html
24,3,27,,,688,,{},997,,dagaare (AA 688),2399,,https://archive.org/details/rosettaproject_dga_ortho-1
29,3,9,,,689,,{},2031,,dagara (AA 689),2289,,https://archive.org/details/rosettaproject_dgi_ortho-1
23,2,6,,,690,,{},505,,dagbani (AA 690),2540,,https://archive.org/details/rosettaproject_dag_ortho-1
24,2,11,,,139,,{},505,,Dagbani (SPA 139),1393,,https://archive.org/details/dag_SPA1979_phon
23,0,6,,,299,,{},505,,DAGBANI (UPSID 299),1044,,http://web.phonetik.uni-frankfurt.de/L/L4110.html
22,0,7,,,312,,{},1048,,DAGUR (UPSID 312),599,,http://web.phonetik.uni-frankfurt.de/L/L2176.html
54,0,5,,,301,,{},1455,,DAHALO (UPSID 301),72,,http://web.phonetik.uni-frankfurt.de/L/L4372.html
24,0,6,,,300,,{},459,,DAJU (UPSID 300),1063,,http://web.phonetik.uni-frankfurt.de/L/L4225.html
27,0,9,,,75,,{},2145,,Dakota (SPA 75),2016,,https://archive.org/details/lkt_SPA1979_phon
28,0,8,,,445,,{},2145,,DAKOTA (UPSID 445),628,,http://web.phonetik.uni-frankfurt.de/L/L6756.html
23,0,6,,,2652,,{},558,,Dalabon (ER 2652),482,,
20,0,7,,,1898,,{},1228,,Damana (SAPHON 1898),2768,,http://linguistics.berkeley.edu/~saphon/en/inv/Damana.html
20,5,23,,,691,,{},1243,,dan (AA 691),131,,https://archive.org/details/rosettaproject_daf_ortho-1
21,0,7,,,297,,{},515,,DANGALEAT (UPSID 297),656,,http://web.phonetik.uni-frankfurt.de/L/L4374.html
44,8,40,,,1393,,{},1243,,Dan (GM 1393),1223,,
23,4,12,,,692,,{},1676,,dangme (AA 692),2023,,https://archive.org/details/rosettaproject_ada_ortho-1
15,0,11,,,2265,,{},2161,,Danish (EA 2265),2271,,http://eurphon.info/languages/html?lang_id=234
20,0,49,,,2167,,{},2161,,Danish (UZ 2167),1566,,
12,0,12,,,308,,{},1832,,DANI (UPSID 308),614,,http://web.phonetik.uni-frankfurt.de/L/L8613.html
19,0,20,,,298,,{},1243,,DAN (UPSID 298),2825,,http://web.phonetik.uni-frankfurt.de/L/L4106.html
20,0,19,,,2256,,{},870,,Darkhat (EA 2256),2129,,http://eurphon.info/languages/html?lang_id=302
15,0,3,,,2984,,{},1182,,Darkinyung (ER 2984),548,,
26,0,8,,,2383,,{},15,,Darma (EA 2383),895,,http://eurphon.info/languages/html?lang_id=82
34,0,8,,,1719,,{},15,,Darmiya (RA 1719),1832,,
20,0,3,,,2774,,{},2084,,Daungwurrung (ER 2774),994,,
45,0,12,,,2312,,{},1048,,Daur (EA 2312),915,,http://eurphon.info/languages/html?lang_id=221
24,0,15,,,1990,,{},1253,,Dâw (SAPHON 1990),1608,,http://linguistics.berkeley.edu/~saphon/en/inv/Daw.html
21,0,11,,,693,,{},524,,daza (AA 693),14,,https://archive.org/details/rosettaproject_dzg_ortho-1
18,5,19,,,1385,,{},1083,,Defaka (GM 1385),2183,,
24,2,10,,,1452,,{},1761,,Degema (GM 1452),1090,,
22,0,17,,,73,,{},3,,Delaware (SPA 73),2232,,https://archive.org/details/unm_SPA1979_phon
18,0,4,,,1845,,{},1643,,Dení (SAPHON 1845),1658,,http://linguistics.berkeley.edu/~saphon/en/inv/Deni.html
37,0,28,,,2415,,{},1806,,Denjongka (EA 2415),501,,http://eurphon.info/languages/html?lang_id=47
22,0,8,,,867,,{},187,,Denya (PH 867),1800,,
11,0,6,,,395,,{},37,,DERA (UPSID 395),2363,,http://web.phonetik.uni-frankfurt.de/L/L8619.html
12,0,6,,,2052,,{},1385,,Desano (SAPHON 2052),2161,,http://linguistics.berkeley.edu/~saphon/en/inv/Desano.html
33,2,3,,,1299,,{},1629,,Dghwede (GM 1299),981,,
34,0,5,,,868,,{},682,,Dhangar (PH 868),927,,
20,0,6,,,2971,,{},119,,Dhangu (ER 2971),2471,,
14,0,3,,,2812,,{},604,,Dharawala (ER 2812),979,,
19,0,6,,,2993,,{},1503,,Dharawal (ER 2993),391,,
16,0,3,,,2985,,{},1674,,Dharuk (ER 2985),2756,,
19,0,6,,,2994,,{},1503,,Dharumba (ER 2994),2022,,
18,0,3,,,2813,,{},940,,Dharumbal (ER 2813),728,,
20,0,6,,,2973,,{},1842,,Dhay'yi (ER 2973),2239,,
31,0,22,,,2463,,{},882,,Dhimal (EA 2463),1469,,http://eurphon.info/languages/html?lang_id=204
27,0,12,,,2315,,{},1998,,Dhivehi (Malé) (EA 2315),122,,http://eurphon.info/languages/html?lang_id=241
26,3,9,,,694,,{},303,,dholuo (AA 694),1443,,
15,0,6,,,2727,,{},828,,Dhudhuroa (ER 2727),73,,
19,0,6,,,2995,,{},1495,,Dhurga (ER 2995),1185,,
27,3,27,,,695,,{},4,,dida (AA 695),1188,,
24,0,14,,,1720,,{},1924,,Didayi (RA 1720),300,,
36,4,18,,,1431,,{},1525,,Didinga (GM 1431),2820,,
25,0,9,,,306,,{},2169,,DIEGUENO (UPSID 306),779,,http://web.phonetik.uni-frankfurt.de/L/L6743.html
41,2,5,,,1587,,{},1972,,Digo (GM 1587),424,,
36,0,6,,,2590,,{},602,,Digor Ossetic (EA 2590),755,,http://eurphon.info/languages/html?lang_id=297
25,0,9,,,90,,{},2169,,Digueno (SPA 90),259,,https://archive.org/details/dih_SPA1979_phon
53,2,18,,,1440,,{},195,,Dime (GM 1440),2081,,
30,0,14,,,1109,,{},1501,,Dimili (PH 1109),959,,
27,0,14,,,2421,,{},419,,Dingri Tibetan (EA 2421),2415,,http://eurphon.info/languages/html?lang_id=251
20,3,26,,,1398,,{},1460,,Dinka (GM 1398),2172,,
20,3,37,,,1309,,{},1617,,"Dinka, South Central (GM 1309)",734,,
19,0,13,,,307,,{},176,,DINKA (UPSID 307),2403,,http://web.phonetik.uni-frankfurt.de/L/L4226.html
19,0,10,,,315,,{},1280,,DIOLA (UPSID 315),1717,,http://web.phonetik.uni-frankfurt.de/L/L4108.html
23,2,14,,,696,,{},1138,,dioula (AA 696),521,,https://archive.org/details/rosettaproject_dyu_ortho-1
23,0,5,,,1271,,{},672,,diriku (GM 1271),1194,,
17,3,12,,,697,,{},510,,ditammari (AA 697),127,,https://archive.org/details/rosettaproject_tbz_ortho-1
22,0,3,,,2749,,{},145,,Diyari (ER 2749),193,,
22,0,3,,,305,,{},145,,DIYARI (UPSID 305),2282,,http://web.phonetik.uni-frankfurt.de/L/L8367.html
24,0,6,,,457,,{},1901,,DIZI (UPSID 457),727,,http://web.phonetik.uni-frankfurt.de/L/L4363.html
13,0,6,,,2890,,{},325,,Djabugay (ER 2890),1383,,
17,0,4,,,2785,,{},1553,,Djabwurung (ER 2785),1304,,
25,0,6,,,2974,,{},1335,,Djambarrpuyngu (ER 2974),96,,
13,0,3,,,2893,,{},872,,Djangun (ER 2893),1776,,
19,0,6,,,2992,,{},493,,Djapu (ER 2992),255,,
22,0,3,,,2976,,{},1630,,Djinang (ER 2976),1211,,
22,0,3,,,2977,,{},1046,,Djinba (ER 2977),2459,,
13,0,6,,,2729,,{},169,,Djindewal (ER 2729),2816,,
19,0,6,,,2996,,{},1846,,Djirringany (ER 2996),403,,
22,4,22,,,698,,{},365,,doayo (AA 698),805,,https://archive.org/details/rosettaproject_dow_ortho-1
22,0,12,,,310,,{},365,,DOAYO (UPSID 310),2368,,http://web.phonetik.uni-frankfurt.de/L/L4128.html
19,0,5,,,981,,{},1102,,Dobu (PH 981),2340,,
21,0,21,,,699,,{},2092,,dogon (AA 699),1633,,
16,0,12,,,313,,{},2092,,DOGON (UPSID 313),618,,http://web.phonetik.uni-frankfurt.de/L/L4170.html
24,0,12,,,2388,,{},1332,,Dolakha Newar (EA 2388),1119,,http://eurphon.info/languages/html?lang_id=174
22,0,20,,,2255,,{},526,,Dolgan (EA 2255),2810,,http://eurphon.info/languages/html?lang_id=207
33,0,12,,,2530,,{},758,,Domari (Palestinian) (EA 2530),2940,,http://eurphon.info/languages/html?lang_id=186
22,2,7,,,1495,,{},1918,,Dompo (GM 1495),183,,
49,0,29,,,2591,,{},1682,,Dongwang Tibetan (EA 2591),76,,http://eurphon.info/languages/html?lang_id=254
28,0,6,,,2477,,{},1002,,Dongxiang (EA 2477),1721,,http://eurphon.info/languages/html?lang_id=295
29,0,13,,,2411,,{},419,,Drokpa Tibetan (Zhongba) (EA 2411),2905,,http://eurphon.info/languages/html?lang_id=294
21,5,7,,,700,,{},911,,duala (AA 700),2489,,
15,0,6,,,2253,,{},486,,Dupaningan Agta (EA 2253),1237,,http://eurphon.info/languages/html?lang_id=193
15,0,5,,,1085,,{},486,,Dupaningan Agta; Eastern Cagayan Agta; Dupaninan Agta (PH 1085),714,,
42,2,5,,,701,,{},898,,duruma (AA 701),1659,,https://archive.org/details/rosettaproject_dug_ortho-1
40,2,5,,,1588,,{},898,,Duruma (GM 1588),350,,
18,0,25,,,2405,,{},1436,,Dutch (EA 2405),1320,,http://eurphon.info/languages/html?lang_id=217
24,0,15,,,1050,,{},1436,,Dutch (PH 1050),2112,,
22,0,15,,,2169,,{},1436,,Dutch (UZ 2169),1546,,
22,1,33,,,2170,,{},1436,,Dutch (UZ 2170),1915,,
25,1,25,,,2171,,{},1436,,Dutch (UZ 2171),339,,
24,0,30,,,2172,,{},1436,,Dutch (UZ 2172),1889,,
22,0,36,,,2173,,{},1436,,Dutch (UZ 2173),2710,,
24,0,33,,,2174,,{},1436,,Dutch (UZ 2174),306,,
13,0,10,,,2943,,{},1464,,Duungidjawu (ER 2943),1048,,
13,0,3,,,2732,,{},1251,,Dyirbal (ER 2732),1556,,
13,0,3,,,303,,{},1251,,DYIRBAL (UPSID 303),1505,,http://web.phonetik.uni-frankfurt.de/L/L8371.html
32,0,26,,,2394,,{},1824,,Dzongkha (EA 2394),2042,,http://eurphon.info/languages/html?lang_id=139
26,3,26,,,1468,,{},1864,,Dzuungoo (GM 1468),1560,,
17,0,4,,,2782,,{},841,,East Djadjawurung (ER 2782),2008,,
40,0,4,,,2703,,{},2007,,Eastern Anmatyerre (ER 2703),1699,,
40,0,4,,,2708,,{},1718,,Eastern Arrernte (ER 2708),341,,
35,0,19,,,2498,,{},736,,Eastern Hill Balochi (EA 2498),1758,,http://eurphon.info/languages/html?lang_id=243
18,0,13,,,1137,,{},761,,Eastern Khanty (PH 1137),1399,,
18,0,12,,,2434,,{},612,,Eastern Khanty (Vakh) (EA 2434),2180,,http://eurphon.info/languages/html?lang_id=89
22,0,9,,,2413,,{},1367,,Eastern Mari (EA 2413),2771,,http://eurphon.info/languages/html?lang_id=123
19,0,6,,,2947,,{},836,,Eastern Wakaya (ER 2947),2038,,
24,0,13,,,2399,,{},1545,,Eastern Yiddish (Central) (EA 2399),1770,,http://eurphon.info/languages/html?lang_id=314
28,0,14,,,2242,,{},163,,Eastern Yugur (EA 2242),1923,,http://eurphon.info/languages/html?lang_id=240
19,0,5,,,1037,,{},2003,,East Makian (PH 1037),1893,,
19,3,9,,,702,,{},1720,,ebira (AA 702),461,,https://archive.org/details/rosettaproject_igb_ortho-1
17,2,10,,,1646,,{},918,,Eciruuri (GM 1646),963,,
25,2,21,,,704,,{},1027,,ẹdo (AA 704),1543,,https://archive.org/details/rosettaproject_bin_ortho-1
27,3,12,,,703,,{},82,,eʋe (AA 703),2516,,
13,0,7,,,316,,{},217,,EFIK (UPSID 316),2913,,http://web.phonetik.uni-frankfurt.de/L/L4119.html
30,2,18,,,1523,,{},237,,Efutu (GM 1523),2171,,
27,3,9,,,1233,,{},330,,Ega (PH 1233),2747,,
30,5,7,,,873,,{},563,,Eggon (PH 873),29,,
58,0,9,,,132,,{},1570,,Egyptian Arabic (SPA 132),2939,,https://archive.org/details/arz_SPA1979_phon
21,4,7,,,706,,{},1424,,ejagham de l'ouest (AA 706),2253,,https://archive.org/details/rosettaproject_etu_ortho-1
19,3,7,,,1654,,{},1424,,Ejagham (GM 1654),1379,,
20,0,7,,,320,,{},1424,,EJAGHAM (UPSID 320),1740,,http://web.phonetik.uni-frankfurt.de/L/L4125.html
10,0,5,,,317,,{},817,,EKARI (UPSID 317),2819,,http://web.phonetik.uni-frankfurt.de/L/L8650.html
24,4,9,,,874,,{},586,,Ekpeye (PH 874),1962,,
37,0,50,,,2473,,{},1013,,Elfdalian (EA 2473),2722,,http://eurphon.info/languages/html?lang_id=93
41,3,7,,,1300,,{},1231,,Eloyi (GM 1300),1897,,
27,0,21,,,707,,{},713,,emai (AA 707),1595,,
21,0,12,,,1901,,{},2005,,Emberá-Baudó (SAPHON 1901),2904,,http://linguistics.berkeley.edu/~saphon/en/inv/EmberaBaudo.html
19,0,12,,,1902,,{},1721,,Emberá-Catío (SAPHON 1902),603,,http://linguistics.berkeley.edu/~saphon/en/inv/EmberaCatio.html
16,0,12,,,1903,,{},63,,Emberá-Chamí (SAPHON 1903),1262,,http://linguistics.berkeley.edu/~saphon/en/inv/EmberaChami.html
16,0,14,,,2079,,{},942,,Emerillon (SAPHON 2079),729,,http://linguistics.berkeley.edu/~saphon/en/inv/Emerillon.html
27,0,5,,,2641,,{},551,,Emmi (ER 2641),1041,,
13,0,12,,,1818,,{},1762,,Enawené-Nawé (SAPHON 1818),263,,http://linguistics.berkeley.edu/~saphon/en/inv/EnaweneNawe.html
39,0,6,,,1466,,{},525,,Endegen (GM 1466),1213,,
13,3,20,,,875,,{},1576,,Endo (PH 875),594,,
39,0,6,,,1467,,{},525,,Ener (GM 1467),1359,,
20,3,10,,,708,,{},2119,,engenni (AA 708),1022,,https://archive.org/details/rosettaproject_enn_ortho-1
24,0,15,,,2175,,{},311,,English (American) (UZ 2175),2921,,
25,0,19,,,2177,,{},311,,English (Australian) (UZ 2177),692,,
24,1,16,,,2178,,{},311,,English (British) (UZ 2178),2741,,
24,0,15,,,2180,,{},311,,English (British) (UZ 2180),1796,,
24,0,16,,,2515,,{},311,,English (Liverpool) (EA 2515),2480,,http://eurphon.info/languages/html?lang_id=441
24,0,21,,,2179,,{},311,,English (New Zealand) (UZ 2179),2451,,
24,0,20,,,2252,,{},311,,English (RP) (EA 2252),831,,http://eurphon.info/languages/html?lang_id=181
27,0,13,,,160,,{},311,,English (SPA 160),485,,https://archive.org/details/eng_SPA1979_phon
40,0,7,,,1465,,{},525,,Ennemor (GM 1465),242,,
16,0,3,,,2986,,{},1674,,Eora (ER 2986),2207,,
17,0,14,,,546,,{},1347,,EPENA PEDEE (UPSID 546),1035,,http://web.phonetik.uni-frankfurt.de/L/L6811.html
17,0,21,,,1905,,{},1347,,Epena (SAPHON 1905),2061,,http://linguistics.berkeley.edu/~saphon/en/inv/Epena.html
18,0,5,,,2648,,{},1419,,Erre (ER 2648),1839,,
54,0,6,,,2533,,{},1063,,Ersu (EA 2533),988,,http://eurphon.info/languages/html?lang_id=70
29,0,6,,,2616,,{},784,,Erzya (Standard) (EA 2616),633,,http://eurphon.info/languages/html?lang_id=116
18,0,4,,,2047,,{},952,,Ese Eja (SAPHON 2047),2514,,http://linguistics.berkeley.edu/~saphon/en/inv/EseEja.html
17,0,4,,,2046,,{},952,,Ese Ejja (SAPHON 2046),914,,http://linguistics.berkeley.edu/~saphon/en/inv/EseEjja.html
29,0,8,,,876,,{},1588,,Esimbi (PH 876),2997,,
17,0,9,,,2248,,{},1656,,Estonian (Standard) (EA 2248),177,,http://eurphon.info/languages/html?lang_id=138
45,0,9,,,2181,,{},1656,,Estonian (UZ 2181),996,,
21,2,15,,,1563,,{},2045,,Eton (GM 1563),1736,,
26,3,7,,,1110,,{},937,,Etsako (PH 1110),2345,,
38,0,11,,,1074,,{},1781,,Euchee; Yuchi (PH 1074),1294,,
18,0,11,,,2238,,{},578,,Evenki (UZ 2238),2111,,
18,0,18,,,2288,,{},1305,,Even (Ola) (EA 2288),1259,,http://eurphon.info/languages/html?lang_id=30
18,0,18,,,192,,{},1305,,Even (SPA 192),221,,https://archive.org/details/eve_SPA1979_phon
17,0,10,,,322,,{},1305,,EVEN (UPSID 322),1432,,http://web.phonetik.uni-frankfurt.de/L/L2167.html
28,3,14,,,142,,{},82,,Ewe (SPA 142),48,,https://archive.org/details/ewe_SPA1979_phon
26,0,14,,,323,,{},82,,EWE (UPSID 323),956,,http://web.phonetik.uni-frankfurt.de/L/L4114.html
15,3,7,,,709,,{},533,,ewondo (AA 709),1191,,https://archive.org/details/rosettaproject_ewo_ortho-1
26,0,8,,,324,,{},533,,EWONDO (UPSID 324),2,,http://web.phonetik.uni-frankfurt.de/L/L4141.html
32,0,13,,,325,,{},671,,EYAK (UPSID 325),1331,,http://web.phonetik.uni-frankfurt.de/L/L6109.html
27,2,9,,,705,,{},929,,ẹzaa (AA 705),1455,,
33,0,6,,,1460,,{},854,,Ezha (GM 1460),214,,
12,0,8,,,974,,{},845,,Faiwol (PH 974),819,,
23,3,10,,,1621,,{},567,,Fang (GM 1621),1067,,
25,0,16,,,877,,{},727,,Fan (PH 877),750,,
16,0,20,,,2378,,{},1803,,Faroese (EA 2378),250,,http://eurphon.info/languages/html?lang_id=151
23,0,6,,,2520,,{},1125,,Farsi (EA 2520),1296,,http://eurphon.info/languages/html?lang_id=255
24,0,6,,,516,,{},1125,,FARSI (UPSID 516),1726,,http://web.phonetik.uni-frankfurt.de/L/L2013.html
11,0,10,,,326,,{},212,,FASU (UPSID 326),2413,,http://web.phonetik.uni-frankfurt.de/L/L8617.html
23,5,16,,,710,,{},2040,,fe'efe'fe (AA 710),450,,https://archive.org/details/rosettaproject_fmp_ortho-1
17,0,8,,,330,,{},2040,,FE?FE? (UPSID 330),2019,,http://web.phonetik.uni-frankfurt.de/L/L4148.html
16,0,3,,,2025,,{},1297,,Ferreñafe Quechua (SAPHON 2025),1510,,http://linguistics.berkeley.edu/~saphon/en/inv/FerrenafeQ.html
19,0,11,,,328,,{},331,,FIJIAN (UPSID 328),2554,,http://web.phonetik.uni-frankfurt.de/L/L2439.html
17,0,10,,,1212,,{},1984,,Filipino (PH 1212),2865,,
25,0,17,,,180,,{},1675,,Finnish (SPA 180),749,,https://archive.org/details/fin_SPA1979_phon
15,0,8,,,2535,,{},1675,,Finnish (Standard) (EA 2535),1783,,http://eurphon.info/languages/html?lang_id=27
17,0,8,,,329,,{},1675,,FINNISH (UPSID 329),1406,,http://web.phonetik.uni-frankfurt.de/L/L2153.html
20,1,14,,,1659,,{},91,,Fipa (GM 1659),1539,,
24,4,14,,,711,,{},681,,fɔn (AA 711),3008,,https://archive.org/details/rosettaproject_fon_ortho-1
23,3,18,,,1310,,{},1339,,Foodo (GM 1310),2281,,
25,0,8,,,2469,,{},1831,,Forest Enets (EA 2469),173,,http://eurphon.info/languages/html?lang_id=129
25,0,13,,,2450,,{},1499,,Forest Nenets (EA 2450),1311,,http://eurphon.info/languages/html?lang_id=119
20,2,8,,,1325,,{},483,,Frafra (GM 1325),43,,
20,0,14,,,2269,,{},50,,French (EA 2269),2077,,http://eurphon.info/languages/html?lang_id=81
23,0,17,,,162,,{},50,,French (SPA 162),2805,,https://archive.org/details/fra_SPA1979_phon
21,0,16,,,331,,{},50,,FRENCH (UPSID 331),1571,,http://web.phonetik.uni-frankfurt.de/L/L2010.html
21,0,15,,,2182,,{},50,,French (UZ 2182),1343,,
23,0,19,,,1111,,{},327,,Frisian (PH 1111),1628,,
19,0,32,,,2470,,{},1274,,Frisian (West) (EA 2470),1492,,http://eurphon.info/languages/html?lang_id=38
25,0,14,,,2334,,{},748,,Friulian (EA 2334),382,,http://eurphon.info/languages/html?lang_id=198
25,0,14,,,1231,,{},748,,Friulian (PH 1231),2124,,
28,0,10,,,1301,,{},632,,Fula (Nigeria) (GM 1301),699,,
24,0,10,,,712,,{},307,,fulfulde (AA 712),118,,
27,0,10,,,713,,{},1923,,fulfulde (AA 713),46,,
27,0,10,,,714,,{},1514,,fulfulde (AA 714),2445,,https://archive.org/details/rosettaproject_ffm_ortho-1
27,0,5,,,715,,{},1174,,fulfulde (AA 715),1804,,
37,0,10,,,1241,,{},307,,Fulfulde (Cameroon) (GM 1241),2670,,
29,0,10,,,1253,,{},307,,fulfulde (fuunaangere) (GM 1253),1544,,
47,0,10,,,1254,,{},632,,fulfulde (NGA) (GM 1254),1675,,
24,2,10,,,1651,,{},803,,Fuliiru (GM 1651),2610,,
25,0,10,,,716,,{},803,,fuliru (AA 716),1216,,https://archive.org/details/rosettaproject_flr_ortho-1
31,0,10,,,878,,{},927,,Furu (PH 878),1212,,
19,0,11,,,333,,{},461,,FUR (UPSID 333),2893,,http://web.phonetik.uni-frankfurt.de/L/L4203.html
14,0,7,,,276,,{},1957,,FUZHOU (UPSID 276),2387,,http://web.phonetik.uni-frankfurt.de/L/L2505.html
50,0,10,,,852,,{},18,,Fwe (PH 852),604,,
24,2,12,,,717,,{},759,,ga (AA 717),479,,https://archive.org/details/rosettaproject_gaa_ortho-1
17,0,10,,,2653,,{},1141,,Gaagudju (ER 2653),2604,,
34,3,12,,,1616,,{},1632,,Gaahmg (GM 1616),2640,,
15,0,3,,,2801,,{},1616,,Gabalbara (ER 2801),2277,,
13,0,6,,,2941,,{},1370,,Gabi-Gabi (ER 2941),657,,
19,0,20,,,2543,,{},1543,,Gadaba (EA 2543),1605,,http://eurphon.info/languages/html?lang_id=187
31,0,19,,,1721,,{},1493,,Gade-Lohar (RA 1721),134,,
9,4,6,,,56,,{},368,,Gadsup (SPA 56),1249,,https://archive.org/details/gaj_SPA1979
9,0,6,,,336,,{},368,,GADSUP (UPSID 336),1834,,http://web.phonetik.uni-frankfurt.de/L/L8608.html
28,0,18,,,2331,,{},363,,Gagauz (Standard) (EA 2331),1356,,http://eurphon.info/languages/html?lang_id=272
20,0,6,,,2835,,{},2076,,Galaagu (ER 2835),1813,,
23,0,7,,,2619,,{},153,,Galician (EA 2619),1303,,http://eurphon.info/languages/html?lang_id=180
21,0,7,,,1141,,{},153,,Galician (PH 1141),1720,,
32,3,22,,,1348,,{},1727,,Galke (GM 1348),1281,,
26,0,10,,,1362,,{},873,,Galla (GM 1362),2208,,
17,0,12,,,1722,,{},924,,Gallong (RA 1722),1151,,
20,0,5,,,3008,,{},434,,Gambera (ER 3008),310,,
15,0,6,,,2719,,{},162,,Gamilaraay (ER 2719),534,,
26,0,10,,,1481,,{},1073,,Gamo (GM 1481),1652,,
18,0,6,,,3001,,{},177,,Gangalidda (ER 3001),531,,
22,3,14,,,718,,{},36,,gangam (AA 718),138,,https://archive.org/details/rosettaproject_gng_ortho-1
16,0,6,,,2802,,{},1616,,Gangulu (ER 2802),2663,,
15,0,3,,,2803,,{},1616,,Ganulu (ER 2803),2325,,
17,0,3,,,879,,{},618,,Garadjari (PH 879),2884,,
19,0,3,,,337,,{},926,,GARAWA (UPSID 337),1879,,http://web.phonetik.uni-frankfurt.de/L/L8345.html
21,0,3,,,2670,,{},280,,Garig (ER 2670),1283,,
15,0,3,,,2804,,{},213,,Garingbal (ER 2804),721,,
18,0,3,,,2767,,{},1692,,Garlali (ER 2767),188,,
16,0,5,,,1723,,{},1237,,Garo (RA 1723),1660,,
21,0,5,,,24,,{},1237,,Garo (SPA 24),42,,https://archive.org/details/grt_SPA1979_phon
14,0,3,,,2645,,{},926,,Garrwa (ER 2645),787,,
32,3,12,,,141,,{},759,,Ga (SPA 141),1427,,https://archive.org/details/gaa_SPA1979_phon
29,0,12,,,335,,{},759,,GA (UPSID 335),871,,http://web.phonetik.uni-frankfurt.de/L/L4117.html
47,3,5,,,1577,,{},1748,,Gavar (GM 1577),2467,,
19,0,10,,,2080,,{},375,,Gavião do Jiparaná (SAPHON 2080),2192,,http://linguistics.berkeley.edu/~saphon/en/inv/GaviaoJ.html
11,0,10,,,1958,,{},963,,Gavião do Pará (SAPHON 1958),1937,,http://linguistics.berkeley.edu/~saphon/en/inv/GaviaoP.html
19,0,8,,,1052,,{},497,,Gayo (PH 1052),2195,,
20,4,12,,,1562,,{},1154,,Gban (GM 1562),1061,,
24,0,7,,,880,,{},902,,Gbari (PH 880),726,,
30,4,19,,,719,,{},943,,gbaya (AA 719),2968,,
29,4,12,,,720,,{},1003,,gbaya (AA 720),1793,,
31,3,13,,,1282,,{},1790,,gbesi (GM 1282),2975,,
31,2,12,,,148,,{},1003,,Gbeya (SPA 148),1301,,https://archive.org/details/gbp_SPA1979_phon
31,0,12,,,338,,{},1003,,GBEYA (UPSID 338),1515,,http://web.phonetik.uni-frankfurt.de/L/L4129.html
29,0,22,,,1302,,{},2068,,Gechode (GM 1302),2985,,
31,0,12,,,340,,{},1288,,GELAO (UPSID 340),269,,http://web.phonetik.uni-frankfurt.de/L/L2436.html
27,3,14,,,721,,{},422,,gɛn-mina (AA 721),925,,https://archive.org/details/rosettaproject_gej_ortho-1
25,3,12,,,722,,{},422,,gɛn-mina (AA 722),1079,,
31,0,22,,,1303,,{},1872,,Genyanga (GM 1303),114,,
28,0,5,,,2428,,{},14,,Georgian (EA 2428),969,,http://eurphon.info/languages/html?lang_id=182
29,0,6,,,5,,{},14,,Georgian (SPA 5),2612,,https://archive.org/details/kat_SPA1979_phon
28,0,6,,,390,,{},14,,GEORGIAN (UPSID 390),387,,http://web.phonetik.uni-frankfurt.de/L/L2600.html
28,0,5,,,2183,,{},14,,georgian (UZ 2183),107,,
23,0,16,,,161,,{},246,,German (SPA 161),1965,,https://archive.org/details/deu_SPA1979_phon
24,0,16,,,2398,,{},246,,German (Standard) (EA 2398),807,,http://eurphon.info/languages/html?lang_id=212
22,0,19,,,304,,{},246,,GERMAN (UPSID 304),702,,http://web.phonetik.uni-frankfurt.de/L/L2004.html
21,0,19,,,2184,,{},246,,German (UZ 2184),1533,,
27,0,16,,,2358,,{},1756,,Gheg Albanian (North-Eastern) (EA 2358),1819,,http://eurphon.info/languages/html?lang_id=61
13,0,8,,,2713,,{},290,,Gidabal (ER 2713),1961,,
34,0,10,,,194,,{},1549,,Gilyak (SPA 194),2574,,https://archive.org/details/niv_SPA1979_phon
